field_1,Endhaltestelle,Langname,Xkoordinat,Ykoordinat,lon,lat,elevation
351,DARB01,Darßer Str./Ribnitzer Str.,31031900,26442500,31031.9,26442.5,0
352,BART02,Barther Str.,31392100,26283900,31392.1,26283.9,0
353,DARB03,Darßer Str./Ribnitzer Str.,31014100,26463700,31014.1,26463.7,0
354,SABO02,Saaler Bogen,30464300,26568100,30464.3,26568.1,0
355,DAPI02,Darßer Str./Piesporter Str.,30011800,26662400,30011.8,26662.4,0
356,BLHP01,Blankenfelder Str.,26851000,30538700,26851,30538.7,0
357,ROST02,Rosenthaler Str.,26949500,29971900,26949.5,29971.9,0
358,BLPF01,Blankenburger Pflasterweg,28542300,28980800,28542.3,28980.8,0
359,MDBG01,Mörderberg,28825800,28670900,28825.8,28670.9,0
360,MDBG02,Mörderberg,28874600,28646700,28874.6,28646.7,0
361,BLPF02,Blankenburger Pflasterweg,28495300,29049000,28495.3,29049,0
362,BLHP02,Blankenfelder Str.,26867000,30556200,26867,30556.2,0
363,AUBT04,Aubertstr.,25593200,31406200,25593.2,31406.2,0
364,ALBL03,Alt-Blankenburg,28415900,29604700,28415.9,29604.7,0
365,SBB01,S Blankenburg,27561400,29356600,27561.4,29356.6,0
366,WAMM01,Waldammerweg,27923200,29333000,27923.2,29333,0
367,KSTG01,Krugstege,28252100,29383300,28252.1,29383.3,0
368,KSTG02,Krugstege,28290200,29387600,28290.2,29387.6,0
369,WAMM02,Waldammerweg,27864100,29323700,27864.1,29323.7,0
370,SBB02,S Blankenburg,27593900,29339600,27593.9,29339.6,0
371,ROST03,Rosenthaler Str.,26969400,29969100,26969.4,29969.1,0
372,KALV01,Kalvinistenweg,26583300,30682500,26583.3,30682.5,0
373,HUGE01,Hugenottenplatz,26161200,30993400,26161.2,30993.4,0
374,AUBT02,Aubertstr.,25809700,31270400,25809.7,31270.4,0
375,AUBT03,Aubertstr.,25824500,31256700,25824.5,31256.7,0
376,HUGE02,Hugenottenplatz,26194600,30964300,26194.6,30964.3,0
377,KALV02,Kalvinistenweg,26502000,30722200,26502,30722.2,0
378,UEWP04B,U Elsterwerdaer Platz,35618200,19926700,35618.2,19926.7,0
379,PRPL01B,Prerower Platz,31917000,26278600,31917,26278.6,0
380,SHOH01B,S Hohenschönhausen,32443500,26620400,32443.5,26620.4,0
381,PRPL02B,Prerower Platz,31757600,26219500,31757.6,26219.5,0
382,JAPE01B,Jan-Petersen-Str.,35643000,24462700,35643,24462.7,0
383,JAPE02B,Jan-Petersen-Str.,35658300,24489400,35658.3,24489.4,0
384,AUBT04B,Aubertstr.,25593200,31406200,25593.2,31406.2,0
385,ALBL03B,Alt-Blankenburg,28415900,29604700,28415.9,29604.7,0
386,AUBT02B,Aubertstr.,25809700,31270400,25809.7,31270.4,0
387,BF I E,Betriebshof Indira-Gandhi-Str. Einsetzen,29534700,24204700,29534.7,24204.7,0
388,BF I A,Betriebshof Indira-Gandhi-Str. Aussetzen,29534700,24204700,29534.7,24204.7,0
389,BPPK03,Bürgerpark Pankow,24540200,27179600,24540.2,27179.6,0
390,BEAZ01,Beatrice-Zweig-Str.,24133400,27431900,24133.4,27431.9,0
391,SHZH01,Schönholzer Heide Süd,23716900,27366600,23716.9,27366.6,0
392,FRHL03,Frühlingstr.,23402500,27547000,23402.5,27547,0
393,EHSH01,Ehrenmal Schönholz,23099200,28039700,23099.2,28039.7,0
394,EIBL01,Eisenblätterstr.,22998600,28596800,22998.6,28596.8,0
395,EDWS01,Edelweißstr.,22568800,28824500,22568.8,28824.5,0
396,SCHW02,Schönholzer Weg,22943300,28738600,22943.3,28738.6,0
397,EIBL02,Eisenblätterstr.,22988800,28556100,22988.8,28556.1,0
398,EHSH02,Ehrenmal Schönholz,23078300,28159200,23078.3,28159.2,0
399,FRHL04,Frühlingstr.,23347400,27616900,23347.4,27616.9,0
400,SHZH02,Schönholzer Heide Süd,23687100,27348800,23687.1,27348.8,0
401,BEAZ02,Beatrice-Zweig-Str.,24091200,27442400,24091.2,27442.4,0
402,BPPK04,Bürgerpark Pankow,24523200,27175300,24523.2,27175.3,0
403,MHLS02,Mühlenstr.,25188700,26516500,25188.7,26516.5,0
404,FOSC01,Fontanestr./Schillerstr.,22009900,29101500,22009.9,29101.5,0
405,MAST05,Masurenstr.,25565500,26304700,25565.5,26304.7,0
406,MAST06,Masurenstr.,25587200,26358300,25587.2,26358.3,0
407,RHPK03,Rathaus Pankow,24967900,26959500,24967.9,26959.5,0
408,HMPL01,Heinrich-Mann-Platz,24327100,27312000,24327.1,27312,0
409,HMPL02,Heinrich-Mann-Platz,24374700,27267300,24374.7,27267.3,0
410,LEUH01,Lessingstr./Uhlandstr.,22404800,29271600,22404.8,29271.6,0
411,SUPA01,S+U Pankow,25547600,26693400,25547.6,26693.4,0
412,SUPG01,S+U Pankow/Granitzstr.,25552200,26544600,25552.2,26544.6,0
413,LEFO02,Lessingstr./Fontanestr.,22106500,29246800,22106.5,29246.8,0
414,SUPA06,S+U Pankow,25476400,26705700,25476.4,26705.7,0
415,PAKI08,Pankow Kirche,25443900,27040500,25443.9,27040.5,0
416,HZFO02,Hertzstr./Fontanestr.,21976700,28799100,21976.7,28799.1,0
417,HIEL01,Hielscherstr.,22615200,29216700,22615.2,29216.7,0
418,HEHA02,Hertzstr./Hauptstr.,22399000,28690400,22399,28690.4,0
419,RHPK02,Rathaus Pankow,25000200,26838100,25000.2,26838.1,0
420,SCHW03A,Schönholzer Weg,22965900,28740000,22965.9,28740,0
421,EDWS03A,Edelweißstr.,22597400,29007500,22597.4,29007.5,0
422,SPRA03B,S Prenzlauer Allee,26676600,24259200,26676.6,24259.2,0
423,MAST05B,Masurenstr.,25565500,26304700,25565.5,26304.7,0
424,MAST06B,Masurenstr.  Endhaltestelle,25587200,26358300,25587.2,26358.3,0
425,SUPA01B,S+U Pankow,25547600,26693400,25547.6,26693.4,0
426,SUPA06B,S+U Pankow,25476400,26705700,25476.4,26705.7,0
427,HIEL01B,Hielscherstr.,22615200,29216700,22615.2,29216.7,0
428,BF I E,Betriebshof Indira-Gandhi-Str. Einsetzen,29534700,24204700,29534.7,24204.7,0
429,BF I A,Betriebshof Indira-Gandhi-Str. Aussetzen,29534700,24204700,29534.7,24204.7,0
430,MBS01,Max-Brunnow-Str.,28683100,22208800,28683.1,22208.8,0
431,FJCB01,Franz-Jacob-Str.,28969500,21967200,28969.5,21967.2,0
432,RWEI01,Rathaus Weißensee,29193800,25906300,29193.8,25906.3,0
433,PSDG01,Pasedagplatz,28747400,25901400,28747.4,25901.4,0
434,PSDG02,Pasedagplatz,28806300,25853600,28806.3,25853.6,0
435,RWEI02,Rathaus Weißensee,29224800,25898000,29224.8,25898,0
436,SSS02,S Storkower Str.,29195700,21931900,29195.7,21931.9,0
437,STBH02,Stadion Buschallee/Hansastr.,30562700,25507000,30562.7,25507,0
438,STBH01,Stadion Buschallee/Hansastr.,30551600,25547500,30551.6,25547.5,0
439,STBH03,Stadion Buschallee/Hansastr.,30543600,25511000,30543.6,25511,0
440,SLA02,S Landsberger Allee,28563300,22543400,28563.3,22543.4,0
441,STOR01,Storkower Str./Gewerbegebiet,28220500,23116200,28220.5,23116.2,0
442,KNST01,Kniprodestr./Storkower Str.,28114000,23400800,28114,23400.8,0
443,STED01,Stedingerweg,28309300,23611900,28309.3,23611.9,0
444,MICH03,Michelangelostr.,28196600,24016300,28196.6,24016.3,0
445,GWOS02,Greifswalder Str./Ostseestr.,27698100,24327300,27698.1,24327.3,0
446,SHRZ01,Schieritzstr.,27270100,24341700,27270.1,24341.7,0
447,RIET01,Rietzestr.,27083700,24026300,27083.7,24026.3,0
448,SPRA01,S Prenzlauer Allee,26666300,24266500,26666.3,24266.5,0
449,EWNT01,Erich-Weinert-Str.,26674500,24593300,26674.5,24593.3,0
450,CALI01,Caligariplatz,26816300,25007200,26816.3,25007.2,0
451,GALA03,Gustav-Adolf-Str./Langhansstr.,27213900,25292400,27213.9,25292.4,0
452,HMBP01,Hamburger Platz,27332300,25376200,27332.3,25376.2,0
453,HEBS01,Herbert-Bayer-Str.,27614900,25581600,27614.9,25581.6,0
454,GLIT01,Günter-Litfin-Str.,28061000,25899900,28061,25899.9,0
455,RBGA03,Rennbahnstr./Gustav-Adolf-Str.,28353800,26108500,28353.8,26108.5,0
456,RBGA04,Rennbahnstr./Gustav-Adolf-Str.,28344100,26105300,28344.1,26105.3,0
457,GLIT02,Günter-Litfin-Str.,28047700,25894500,28047.7,25894.5,0
458,HEBS02,Herbert-Bayer-Str.,27630200,25595900,27630.2,25595.9,0
459,HMBP02,Hamburger Platz,27298500,25359900,27298.5,25359.9,0
460,GALA04,Gustav-Adolf-Str./Langhansstr.,27084500,25207300,27084.5,25207.3,0
461,PAOS01,Prenzlauer Allee/Ostseestr.,26722300,24831700,26722.3,24831.7,0
462,EWNT02,Erich-Weinert-Str.,26652500,24582800,26652.5,24582.8,0
463,SPRA02,S Prenzlauer Allee,26621400,24274500,26621.4,24274.5,0
464,RIET02,Rietzestr.,27129600,24091000,27129.6,24091,0
465,SHRZ02,Schieritzstr.,27337500,24444000,27337.5,24444,0
466,GWOS01,Greifswalder Str./Ostseestr.,27772100,24234700,27772.1,24234.7,0
467,MICH04,Michelangelostr.,28220600,23977600,28220.6,23977.6,0
468,STED02,Stedingerweg,28225400,23549800,28225.4,23549.8,0
469,SEIN01,Storkower Str./Einkaufszentrum,28312800,22935600,28312.8,22935.6,0
470,SLA03,S Landsberger Allee,28537700,22560500,28537.7,22560.5,0
471,MICH05,Michelangelostr.,28275300,23869900,28275.3,23869.9,0
472,BARE02,Berliner Allee/Rennbahnstr.,29223100,25606500,29223.1,25606.5,0
473,FJCB02,Franz-Jacob-Str.,28973800,21973900,28973.8,21973.9,0
474,BARE03,Berliner Allee/Rennbahnstr.,29228500,25623600,29228.5,25623.6,0
475,SPRA03,S Prenzlauer Allee,26676600,24259200,26676.6,24259.2,0
476,MBS02,Max-Brunnow-Str.,28693600,22217400,28693.6,22217.4,0
477,WTTL01,Wittlicher Str.,30002800,25425900,30002.8,25425.9,0
478,FABA02,Falkenberger Str./Berliner Allee,29344300,25344000,29344.3,25344,0
479,BARE04,Berliner Allee/Rennbahnstr.,29152000,25622700,29152,25622.7,0
480,MICH06,Michelangelostr.,28254700,23873100,28254.7,23873.1,0
481,KNST03,Kniprodestr./Storkower Str.,28097600,23296200,28097.6,23296.2,0
482,GLIT03,Günter-Litfin-Str.,28085400,25819800,28085.4,25819.8,0
483,MICH07,Michelangelostr.,28206600,23907400,28206.6,23907.4,0
484,PAOS03,Prenzlauer Allee/Ostseestr.,26752000,24870100,26752,24870.1,0
485,FABA03,Falkenberger Str./Berliner Allee,29344590,25341700,29344.59,25341.7,0
486,WTTL02,Wittlicher Str.,29874400,25406900,29874.4,25406.9,0
487,GSFK01,Giersstr./Falkenberger Str.,30279200,25458400,30279.2,25458.4,0
488,SEIN02,Storkower Str./Einkaufszentrum,28332700,22928700,28332.7,22928.7,0
489,PSDG11A,Pasedagplatz,28958800,25874800,28958.8,25874.8,0
490,PSDG01B,Pasedagplatz,28747400,25901400,28747.4,25901.4,0
491,SSS02B,S Storkower Str.,29195700,21931900,29195.7,21931.9,0
492,STBH01B,Stadion Buschallee/Hansastr.,30551600,25547500,30551.6,25547.5,0
493,SPRA03B,S Prenzlauer Allee,26676600,24259200,26676.6,24259.2,0
494,FRUN01B,Frundsbergstr.,30229800,31687200,30229.8,31687.2,0
495,GLIT03B,Günter-Litfin-Str.,28085400,25819800,28085.4,25819.8,0
496,MICH07B,Michelangelostr.,28206600,23907400,28206.6,23907.4,0
497,PSDG11BA,Pasedagplatz,28958800,25874800,28958.8,25874.8,0
498,BF I E,Betriebshof Indira-Gandhi-Str. Einsetzen,29534700,24204700,29534.7,24204.7,0
499,BF I A,Betriebshof Indira-Gandhi-Str. Aussetzen,29534700,24204700,29534.7,24204.7,0
500,SBU04,S Buch,30888700,34573400,30888.7,34573.4,0
501,BCAC01,Bucher Chaussee/Achillesstr.,30706900,32416400,30706.9,32416.4,0
502,SBUR01,S Buch/Röbellweg,30938600,34561500,30938.6,34561.5,0
503,SBU01,S Buch,30963300,34481500,30963.3,34481.5,0
504,ROEB01,Röbellweg,31220300,34889500,31220.3,34889.5,0
505,SBU02,S Buch,30894000,34547500,30894,34547.5,0
506,ABWI01,Alt-Buch/Wiltbergstr.,31321400,34162200,31321.4,34162.2,0
507,ABWI02,Alt-Buch/Wiltbergstr.,31295800,34193400,31295.8,34193.4,0
508,PSDG01,Pasedagplatz,28747400,25901400,28747.4,25901.4,0
509,RBGA01,Rennbahnstr./Gustav-Adolf-Str.,28350800,26178000,28350.8,26178,0
510,RR1601,Romain-Rolland-Str./Straße 16,27811700,26464000,27811.7,26464,0
511,RR1602,Romain-Rolland-Str./Straße 16,27786300,26462900,27786.3,26462.9,0
512,RBGA02,Rennbahnstr./Gustav-Adolf-Str.,28358300,26163300,28358.3,26163.3,0
513,PSDG02,Pasedagplatz,28806300,25853600,28806.3,25853.6,0
514,KNST01,Kniprodestr./Storkower Str.,28114000,23400800,28114,23400.8,0
515,STED01,Stedingerweg,28309300,23611900,28309.3,23611.9,0
516,SHRZ01,Schieritzstr.,27270100,24341700,27270.1,24341.7,0
517,RIET01,Rietzestr.,27083700,24026300,27083.7,24026.3,0
518,CALI01,Caligariplatz,26816300,25007200,26816.3,25007.2,0
519,GALA03,Gustav-Adolf-Str./Langhansstr.,27213900,25292400,27213.9,25292.4,0
520,HMBP01,Hamburger Platz,27332300,25376200,27332.3,25376.2,0
521,RIET02,Rietzestr.,27129600,24091000,27129.6,24091,0
522,SHRZ02,Schieritzstr.,27337500,24444000,27337.5,24444,0
523,STED02,Stedingerweg,28225400,23549800,28225.4,23549.8,0
524,MICH05,Michelangelostr.,28275300,23869900,28275.3,23869.9,0
525,PAOS02,Prenzlauer Allee/Ostseestr.,26830100,24892300,26830.1,24892.3,0
526,AMWT03,Am Wasserturm,27163400,26475300,27163.4,26475.3,0
527,HEKI01,Heinersdorf Kirche,27468700,26815500,27468.7,26815.5,0
528,MIME01,Mimestr.,27730000,27509100,27730,27509.1,0
529,INGE01,Ingeborgstr.,27741600,27774100,27741.6,27774.1,0
530,FAFN01,Fafnerstr.,27801000,28337300,27801,28337.3,0
531,PPKD01,Purpurkardinalweg,28208100,28887300,28208.1,28887.3,0
532,HDST01,Heinersdorfer Str.,28339300,29285800,28339.3,29285.8,0
533,ALBL01,Alt-Blankenburg,28487200,29567700,28487.2,29567.7,0
534,TRSB01,Treseburger Str.,29265300,29976800,29265.3,29976.8,0
535,BC4501,Blankenburger Chaussee/Straße 45,29599700,30593500,29599.7,30593.5,0
536,BEUT01,Beuthener Str.,29865500,30914000,29865.5,30914,0
537,AKRW02,Alt-Karow,30311700,31554500,30311.7,31554.5,0
538,AK7401,Alt-Karow/Straße 74,30459400,31920500,30459.4,31920.5,0
539,NERT01,Nerthusweg,30897000,32777100,30897,32777.1,0
540,KACH01,Karower Chaussee,31202700,33206300,31202.7,33206.3,0
541,THBR01,Theodor-Brugsch-Str.,31442600,33686800,31442.6,33686.8,0
542,THBR02,Theodor-Brugsch-Str.,31464900,33777500,31464.9,33777.5,0
543,KACH02,Karower Chaussee,31184600,33194199,31184.6,33194.199,0
544,NERT02,Nerthusweg,30845300,32694000,30845.3,32694,0
545,AK7402,Alt-Karow/Straße 74,30458400,31925800,30458.4,31925.8,0
546,AKRW03,Alt-Karow,30306300,31549700,30306.3,31549.7,0
547,BEUT02,Beuthener Str.,29902200,30967500,29902.2,30967.5,0
548,BC4502,Blankenburger Chaussee/Straße 45,29549300,30533200,29549.3,30533.2,0
549,TRSB02,Treseburger Str.,29246100,29967900,29246.1,29967.9,0
550,KDGE01,Karower Damm/Georgenstr.,28887400,29667100,28887.4,29667.1,0
551,ALBL02,Alt-Blankenburg,28339600,29556100,28339.6,29556.1,0
552,HDST02,Heinersdorfer Str.,28322500,29250200,28322.5,29250.2,0
553,PPFW01,Papstfinkweg,28031900,28674400,28031.9,28674.4,0
554,FAFN02,Fafnerstr.,27767300,28248800,27767.3,28248.8,0
555,INGE02,Ingeborgstr.,27737500,27853100,27737.5,27853.1,0
556,MIME02,Mimestr.,27723000,27520400,27723,27520.4,0
557,HEKI02,Heinersdorf Kirche,27450500,26815500,27450.5,26815.5,0
558,AMWT04,Am Wasserturm,27140600,26477800,27140.6,26477.8,0
559,BCAC02,Bucher Chaussee/Achillesstr.,30634200,32296700,30634.2,32296.7,0
560,AMWT01,Am Wasserturm,27113000,26268800,27113,26268.8,0
561,BC4201,Blankenburger Chaussee/Straße 42,30112100,31227800,30112.1,31227.8,0
562,BC4202,Blankenburger Chaussee/Straße 42,30047600,31147900,30047.6,31147.9,0
563,MIRB01,Mirbachplatz,27956200,25142600,27956.2,25142.6,0
564,WOEL01,Woelckpromenade,28265500,25003000,28265.5,25003,0
565,RLCK02,Roelckestr.,27735900,25236500,27735.9,25236.5,0
566,MIRB02,Mirbachplatz,27968400,25131800,27968.4,25131.8,0
567,WOEL02,Woelckpromenade,28335100,24969600,28335.1,24969.6,0
568,FRUN01,Frundsbergstr.,30229800,31687200,30229.8,31687.2,0
569,RBPA01,Rennbahnstr./Parkstr.,28889600,25735200,28889.6,25735.2,0
570,PAAM01,Parkstr./Amalienstr.,28668200,25364700,28668.2,25364.7,0
571,ROLH01,Roelckestr./Langhansstr.,27622300,24947800,27622.3,24947.8,0
572,OSPL01,Ostseeplatz,27292300,24591900,27292.3,24591.9,0
573,PAAM02,Parkstr./Amalienstr.,28626300,25273000,28626.3,25273,0
574,RBPA02,Rennbahnstr./Parkstr.,28891800,25732800,28891.8,25732.8,0
575,MICH06,Michelangelostr.,28254700,23873100,28254.7,23873.1,0
576,PAOS09,Prenzlauer Allee/Ostseestr.,26810700,24904800,26810.7,24904.8,0
577,MICH07,Michelangelostr.,28206600,23907400,28206.6,23907.4,0
578,ALBL03,Alt-Blankenburg,28415900,29604700,28415.9,29604.7,0
579,KDGE02,Karower Damm/Georgenstr.,28901900,29665500,28901.9,29665.5,0
580,FRUN02,Frundsbergstr.,30189900,31707100,30189.9,31707.1,0
581,AKBH01,Alt-Karow/Bahnhofstr.,30183400,31404000,30183.4,31404,0
582,ALTB02,Alt-Buch,31707100,34446100,31707.1,34446.1,0
583,SGWS01,S Greifswalder Str.,27385200,23779500,27385.2,23779.5,0
584,SGWS02,S Greifswalder Str.,27404500,23787500,27404.5,23787.5,0
585,EINP01,Einsteinpark,27726000,23571400,27726,23571.4,0
586,EINP02,Einsteinpark,27748900,23577700,27748.9,23577.7,0
587,KNST04,Kniprodestr./Storkower Str.,28009600,23417700,28009.6,23417.7,0
588,ROLH03,Roelckestr./Langhansstr.,27582500,24868400,27582.5,24868.4,0
589,SBU02B,S Buch,30894000,34547500,30894,34547.5,0
590,PAOS02B,Prenzlauer Allee/Ostseestr.,26830100,24892300,26830.1,24892.3,0
591,HEKI01B,Heinersdorf Kirche,27468700,26815500,27468.7,26815.5,0
592,AMWT01B,Am Wasserturm,27113000,26268800,27113,26268.8,0
593,FRUN01B,Frundsbergstr.,30229800,31687200,30229.8,31687.2,0
594,MICH07B,Michelangelostr.,28206600,23907400,28206.6,23907.4,0
595,ALBL03B,Alt-Blankenburg,28415900,29604700,28415.9,29604.7,0
596,BF I E,Betriebshof Indira-Gandhi-Str. Einsetzen,29534700,24204700,29534.7,24204.7,0
597,BF I A,Betriebshof Indira-Gandhi-Str. Aussetzen,29534700,24204700,29534.7,24204.7,0
598,SAPA02,Sonnenallee/Pannierstr.,26754300,17708300,26754.3,17708.3,0
599,UHPK03,U Hermannplatz/Karl-Marx-Str.,26420900,17656400,26420.9,17656.4,0
600,SAPA03,Sonnenallee/Pannierstr.,26768100,17716000,26768.1,17716,0
601,PFLG01,Pflügerstr.,27010300,18125200,27010.3,18125.2,0
602,PFLG02,Pflügerstr.,26969000,18068100,26969,18068.1,0
603,UHPK01,U Hermannplatz/Karl-Marx-Str.,26434000,17647500,26434,17647.5,0
604,UHPS02,U Hermannplatz/Sonnenallee,26461700,17830400,26461.7,17830.4,0
605,RUMM01,Rummelsburger Str.,32314300,19737700,32314.3,19737.7,0
606,AKOS01,Alfred-Kowalke-Str.,32784600,19847700,32784.6,19847.7,0
607,AFRH07,Alt-Friedrichsfelde/Rhinstr.,32894300,20263900,32894.3,20263.9,0
608,AF6001,Alt-Friedrichsfelde 60,33193000,20338900,33193,20338.9,0
609,AFRH05,Alt-Friedrichsfelde/Rhinstr.,32811400,20304600,32811.4,20304.6,0
610,AKOS02,Alfred-Kowalke-Str.,32736600,19871800,32736.6,19871.8,0
611,MGDM01,Markgrafendamm,29175300,19186200,29175.3,19186.2,0
612,UFI08,U Friedrichsfelde,32422500,19822700,32422.5,19822.7,0
613,MGDM02,Markgrafendamm,29169700,19194800,29169.7,19194.8,0
614,RUMM02,Rummelsburger Str.,32246300,19703600,32246.3,19703.6,0
615,BOUC01,Bouchéstr.,27953300,18189700,27953.3,18189.7,0
616,ELKI01,Elsenstr./Kiefholzstr.,28309100,17930800,28309.1,17930.8,0
617,BEER01,Beermannstr.,28564100,18237300,28564.1,18237.3,0
618,ELTP01,Elsenstr./S Treptower Park,28645000,18369500,28645,18369.5,0
619,ELKI02,Elsenstr./Kiefholzstr.,28315100,17947200,28315.1,17947.2,0
620,BOUC02,Bouchéstr.,27958000,18194400,27958,18194.4,0
621,HWPL01,Helene-Weigel-Platz,34454500,22082900,34454.5,22082.9,0
622,HWPL02,Helene-Weigel-Platz,34387600,22106300,34387.6,22106.3,0
623,GNSN01,Gensinger Str. Nord,33516900,20711900,33516.9,20711.9,0
624,GNSO01,Gensinger Str. Ost,33695500,20473200,33695.5,20473.2,0
625,SFFO08,S Friedrichsfelde Ost,32874000,20727000,32874,20727,0
626,GNSO02,Gensinger Str. Ost,33702600,20480600,33702.6,20480.6,0
627,GNSN02,Gensinger Str. Nord,33510600,20720100,33510.6,20720.1,0
628,ZABO01,Zur Alten Börse,33227000,20861000,33227,20861,0
629,SNP01,S Nöldnerplatz,30506500,19526000,30506.5,19526,0
630,SNP02,S Nöldnerplatz,30424700,19577300,30424.7,19577.3,0
631,SNPS01,S Nöldnerplatz/Schlichtallee,30438700,19465000,30438.7,19465,0
632,WNNS01,Wönnichstr.,31190800,19249700,31190.8,19249.7,0
633,MCHG01,Michiganseestr.,31530600,19069800,31530.6,19069.8,0
634,SEVO01,Sewanstr./Volkradstr.,31824300,18921400,31824.3,18921.4,0
635,BALT01,Balatonstr.,32000600,19021900,32000.6,19021.9,0
636,REIL01,Reiler Str.,33435400,21169700,33435.4,21169.7,0
637,KROV01,Kröver Str.,33575000,21390500,33575,21390.5,0
638,MERL01,Merler Weg,33730800,21707200,33730.8,21707.2,0
639,SSP02,S Springpfuhl,33908500,22055700,33908.5,22055.7,0
640,SSP03,S Springpfuhl,33880400,22081000,33880.4,22081,0
641,MERL02,Merler Weg,33713200,21669800,33713.2,21669.8,0
642,KROV02,Kröver Str.,33591500,21421000,33591.5,21421,0
643,REIL02,Reiler Str.,33357199,21051500,33357.199,21051.5,0
644,BALT02,Balatonstr.,32020200,19103000,32020.2,19103,0
645,SEVO02,Sewanstr./Volkradstr.,31854100,18915500,31854.1,18915.5,0
646,MCHG02,Michiganseestr.,31574700,19054900,31574.7,19054.9,0
647,WNNS02,Wönnichstr.,31205400,19250800,31205.4,19250.8,0
648,ZABO02,Zur Alten Börse,33215800,20831900,33215.8,20831.9,0
649,STP01,S Treptower Park,28811000,18568000,28811,18568,0
650,SRB05,S Rummelsburg,29943900,19406100,29943.9,19406.1,0
651,SFFO03,S Friedrichsfelde Ost,32921100,20749000,32921.1,20749,0
652,SFFO04,S Friedrichsfelde Ost,32882800,20726400,32882.8,20726.4,0
653,SNPS02,S Nöldnerplatz/Schlichtallee,30415500,19467500,30415.5,19467.5,0
654,SRB06,S Rummelsburg,30062600,19425100,30062.6,19425.1,0
655,UFI05,U Friedrichsfelde,32322800,19828200,32322.8,19828.2,0
656,UFI02,U Friedrichsfelde,32350900,19824700,32350.9,19824.7,0
657,LOHS01,Lohmühlenstr.,27724600,18433400,27724.6,18433.4,0
658,LOHP03,Lohmühlenplatz,27428700,18093800,27428.7,18093.8,0
659,LOHS02,Lohmühlenstr.,27726100,18422200,27726.1,18422.2,0
660,LOHP04,Lohmühlenplatz,27413300,18084300,27413.3,18084.3,0
661,LOHE01,Lohmühlenstr./Heidelberger Str.,27564200,18264900,27564.2,18264.9,0
662,LOHE02,Lohmühlenstr./Heidelberger Str.,27582200,18290600,27582.2,18290.6,0
663,STP02,S Treptower Park,28841500,18568900,28841.5,18568.9,0
664,SOKR02,S Ostkreuz,29340800,19496500,29340.8,19496.5,0
665,SOKR03,S Ostkreuz,29309900,19515700,29309.9,19515.7,0
666,AF6002,Alt-Friedrichsfelde 60,33159199,20301500,33159.199,20301.5,0
667,AFGS03,Alt-Friedrichsfelde/Gensinger S.,33550600,20265400,33550.6,20265.4,0
668,SNP03,S Nöldnerplatz,30521300,19520200,30521.3,19520.2,0
669,SWMS01,Schwarzmeerstr.,32121500,19449900,32121.5,19449.9,0
670,SWMS02,Schwarzmeerstr.,32122000,19435400,32122,19435.4,0
671,UHPK01B,U Hermannplatz/Karl-Marx-Str.,26434000,17647500,26434,17647.5,0
672,HWPL02B,Helene-Weigel-Platz,34387600,22106300,34387.6,22106.3,0
673,SNP01B,S Nöldnerplatz,30506500,19526000,30506.5,19526,0
674,SNPS01B,S Nöldnerplatz/Schlichtallee,30438700,19465000,30438.7,19465,0
675,STP01B,S Treptower Park,28811000,18568000,28811,18568,0
676,SFFO03B,S Friedrichsfelde Ost,32921100,20749000,32921.1,20749,0
677,UFI05B,U Friedrichsfelde,32322800,19828200,32322.8,19828.2,0
678,UFI02B,U Friedrichsfelde,32350900,19824700,32350.9,19824.7,0
679,BF I E,Betriebshof Indira-Gandhi-Str. Einsetzen,29534700,24204700,29534.7,24204.7,0
680,BF I A,Betriebshof Indira-Gandhi-Str. Aussetzen,29534700,24204700,29534.7,24204.7,0
681,SLNG01,Schleusinger Str.,35783200,25494600,35783.2,25494.6,0
682,SLNG02,Schleusinger Str.,35797500,25479100,35797.5,25479.1,0
683,PRPL01,Prerower Platz,31917000,26278600,31917,26278.6,0
684,SHOH01,S Hohenschönhausen,32443500,26620400,32443.5,26620.4,0
